Date,ticker,Close,Log_Returns,Dividends,Splits,High,Low,Open,Volume,SMA_20,EMA_20,MACD,Signal_Line,RSI,%K,%D,Middle_Band,Upper_Band,Lower_Band,ATR,CMF,Volume_ROC,Rolling_Vol_21D,Drawdown,Sharpe
2024-08-30,JNJ,163.23313903808594,0.009876191128946204,23.469999999999995,0,0.06408263375695612,0.0806664121876709,0.06370684677024709,-0.23933807191991877,0.026905311393916494,0.031265605675508054,0.6217189268037326,0.5736766401342017,1.8244181632768224,1.4740366731073349,1.3845316063007649,0.026905311393916494,-0.015993772216979164,0.07420279862555307,-0.7184844834322676,0.6592216259499278,0.03461278540793348,-0.8448380599805655,-0.6484557401011872,-0.4223839914356895
2024-08-30,V,275.3821716308594,0.007445094494381548,8.739999999999998,0,1.3028293087579785,1.338035664821228,1.3132132464563588,-0.2574505017594115,1.2154870385316936,1.2444052649204755,0.5888150973038978,0.2349391360679442,2.0221222233116465,1.3989473576183482,1.2189653887127487,1.2154870385316936,1.1812936700509444,1.246118906327096,-0.1506995544430764,-0.30932796304948584,0.1568534030700515,-0.5663695418389123,-0.7740132588546931,0.24638197780787696
2024-08-30,AXP,257.37078857421875,-0.004590252633738208,11.149999999999997,0,1.1318936513750977,1.1310663933177205,1.1486575305991022,-0.2883137621104248,0.9969916660276539,1.0412381159255482,1.220767395080561,0.9303424607519463,1.5040243630939814,1.1066806749550364,1.328062138355854,0.9969916660276539,1.0701743187835449,0.9101329866689815,0.21580465655381678,1.4970460806393058,0.8264571908217891,0.2744601645883387,-1.057634690486451,0.25923420839034134
2024-09-03,JNJ,164.51255798339844,0.007807427868298369,23.469999999999995,0,0.08388767193150427,0.09126723293463877,0.07594992537050572,-0.2503089120131574,0.030822325972270463,0.038091711286075546,0.677785335293698,0.604009319359388,2.6263752772766793,1.3261483604395545,1.449234671630847,0.030822325972270463,-0.003676372994673337,0.06880377729882427,-0.7409652440140585,1.4090570456684681,-0.4424900493795839,-0.9344318078765388,-0.6934507041569791,-0.4223839914356895
2024-09-03,CVX,141.62835693359375,-0.022488130622799033,30.419999999999998,0,-0.1628435897411155,-0.14327853764693188,-0.1475607909677748,-0.23962248108152762,-0.14898438610709447,-0.12865150151978655,-0.3819366836373617,-0.5428023589310653,0.2177701183790794,-0.6595319099530463,0.2887042678316706,-0.14898438610709447,-0.19334209645945696,-0.09903224680166514,-0.5882013924772187,-0.2674594262301028,0.405141367462747,-0.5984009765183826,0.17420294944949394,-0.3498195172018003
2024-09-03,JPM,217.83319091796875,-0.020220883218937332,21.199999999999996,0,0.7045149175870753,0.7041605917044811,0.7111397452333257,-0.22868516450163454,0.622291774499021,0.6476843457954313,1.0622141330196786,0.8938361905944953,1.459707506749145,0.5808310153593429,1.202041311916924,0.622291774499021,0.6469319610623161,0.5913505527861702,-0.3739077009736191,2.24522260868486,-0.044299996947648024,-0.6487687793725474,-0.960713231392772,0.17696132162530115
2024-09-03,VZ,41.534156799316406,0.027153161324758136,13.544999999999998,0,-1.275484322305508,-1.2731337109664567,-1.279416861000304,-0.07335450611695155,-1.2921433278080365,-1.2913307456027738,0.009804940539322932,-0.03759641784419683,1.2100399093527576,1.5109438104301687,1.2209670571426376,-1.2921433278080365,-1.3107318819045095,-1.2639319422484956,-1.2337661598723257,1.7906194053269366,0.2357926149974865,-0.5649074647903627,0.15584868516513933,-1.3562742697245478
2024-09-03,MSFT,407.80438232421875,-0.018631549005761205,13.63,0,2.8665679992611435,2.82048159262309,2.8929008663788136,-0.10586474423652105,2.8602082326681124,2.89786891116614,-0.9918462487289955,-1.2238241820638427,-0.36993245761133337,-1.3836735064748333,-0.6912136820545975,2.8602082326681124,2.782898246956045,2.928802675221729,1.0915922924254386,0.3268715689658605,-0.5283748692988721,-0.506808666540871,-0.30421024095116783,0.8325278452669774
2024-09-03,SHW,362.2886962890625,-0.015332004670172194,12.456668,1,2.3331930199629713,2.3218614386340564,2.3446510720074176,-0.3098974976866643,2.2062180731009784,2.2154198868474326,2.19403664526054,2.400893649502279,1.2054662350776366,0.46982253733517604,1.0737520474503772,2.2062180731009784,2.172237163170183,2.2307509541978408,0.3355626341513598,0.6302752816030703,-0.6843563574176236,-0.6126530397780651,-0.7719574965209582,0.28114831449425487
2024-09-03,MRK,114.88558197021484,-0.015913185176607374,13.856640999999998,1,-0.44438116131751537,-0.440929634398049,-0.435884392397884,-0.24291427381132735,-0.467968334066017,-0.4501208635549333,-0.30517424442705887,-0.5486406070125859,0.6159528221696093,0.4945023307027224,1.04828236667058,-0.467968334066017,-0.5020362125376142,-0.4275112231914819,-0.8269515738720994,2.041485060503868,-0.4702819421618535,-0.7506804255500451,-0.2691710120295599,-0.7053904682014226
